rank,person,telegram_username,telegram_messages,discord_username,discord_messages,x_posts,articles,videos,total,first,last,telegram_distinct_days,verified_activity_days_min,public_groups,identity_note,summary_tier,activity_summary
864,Jason Howard,@Jackixl,14,,0,0,0,0,14,2023-12-15,2023-12-26,2,2,2,Telegram human account; Discord not individually inventoried,,
865,K,@K_scored,14,,0,0,0,0,14,2023-05-22,2023-05-25,2,2,1,Telegram human account; Discord not individually inventoried,,
866,LSelmo,@loic_selmo,14,,0,0,0,0,14,2021-04-06,2022-11-07,11,11,2,Telegram human account; Discord not individually inventoried,,
867,mahmoud,@uranus21,14,,0,0,0,0,14,2021-11-17,2021-11-20,3,3,2,Telegram human account; Discord not individually inventoried,,
868,Masoud Shorabi,@H3llB00y,14,,0,0,0,0,14,2023-02-08,2023-10-25,6,6,2,Telegram human account; Discord not individually inventoried,,
869,Mav X,@MavXdegods,14,,0,0,0,0,14,2023-11-22,2023-11-22,1,1,1,Telegram human account; Discord not individually inventoried,,
870,Mick Mick,@MicksCrypto,14,,0,0,0,0,14,2023-03-29,2023-04-03,2,2,1,Telegram human account; Discord not individually inventoried,,
871,Minmin 🐾 | Drops💧 @HiRollCasino,@Balahtarus,14,,0,0,0,0,14,2023-11-21,2023-11-26,4,4,1,Telegram human account; Discord not individually inventoried,,
872,Okazaki,@cryptoffland,14,,0,0,0,0,14,2021-01-25,2021-01-29,5,5,1,Telegram human account; Discord not individually inventoried,,
873,peter,@k_3f45,14,,0,0,0,0,14,2021-10-25,2023-11-28,3,3,1,Telegram human account; Discord not individually inventoried,,
874,Pipardiller,,14,,0,0,0,0,14,2023-04-02,2023-04-02,1,1,1,Telegram human account; Discord not individually inventoried,,
875,Rocky,@rockyjayn,14,,0,0,0,0,14,2023-09-23,2023-11-11,6,6,2,Telegram human account; Discord not individually inventoried,,
876,sajad,@S_barzin81,14,,0,0,0,0,14,2021-03-22,2024-03-19,6,6,2,Telegram human account; Discord not individually inventoried,,
877,Shivum,@Shivum_10,14,,0,0,0,0,14,2023-01-08,2023-01-13,2,2,2,Telegram human account; Discord not individually inventoried,,
878,Spencer W,@spencerwal,14,,0,0,0,0,14,2021-12-20,2023-04-28,10,10,2,Telegram human account; Discord not individually inventoried,,
879,T,@Timobilr,14,,0,0,0,0,14,2021-10-22,2021-10-23,2,2,1,Telegram human account; Discord not individually inventoried,,
880,Victor || Ñurika,@VictorLivingstone,14,,0,0,0,0,14,2022-11-05,2023-12-14,10,10,2,Telegram human account; Discord not individually inventoried,,
881,zahed,@zahedt7,14,,0,0,0,0,14,2021-05-03,2021-11-02,5,5,1,Telegram human account; Discord not individually inventoried,,
882,ＰＡＲＡＢＯＬＩＣ,@ParabolicXBT_Telegram,14,,0,0,0,0,14,2023-05-09,2023-06-22,5,5,2,Telegram human account; Discord not individually inventoried,,
883,Ali Ibra,@ali_cr2025,13,,0,0,0,0,13,2021-11-06,2022-11-07,6,6,1,Telegram human account; Discord not individually inventoried,,
884,arun,@Matty548,13,,0,0,0,0,13,2023-08-03,2023-08-03,1,1,1,Telegram human account; Discord not individually inventoried,,
885,Atif2419,@Atif2419,13,,0,0,0,0,13,2021-12-16,2021-12-16,1,1,1,Telegram human account; Discord not individually inventoried,,
886,Babaei,,13,,0,0,0,0,13,2023-01-14,2024-06-16,4,4,2,Telegram human account; Discord not individually inventoried,,
887,Ben,@HisokaOogway,13,,0,0,0,0,13,2022-08-26,2023-12-26,3,3,1,Telegram human account; Discord not individually inventoried,,
888,bob,@falcon323,13,,0,0,0,0,13,2023-01-24,2023-01-25,2,2,1,Telegram human account; Discord not individually inventoried,,
889,Brypto,@brotherbrypto,13,,0,0,0,0,13,2021-11-14,2021-11-14,1,1,1,Telegram human account; Discord not individually inventoried,,
890,CG 🧠 Workest,@Workest,13,,0,0,0,0,13,2024-10-27,2024-10-27,1,1,1,Telegram human account; Discord not individually inventoried,,
891,CKC,@CryptoKCarats,13,,0,0,0,0,13,2023-09-12,2023-10-20,5,5,1,Telegram human account; Discord not individually inventoried,,
892,Cryptochef,@Cryptams,13,,0,0,0,0,13,2023-06-22,2023-07-02,5,5,1,Telegram human account; Discord not individually inventoried,,
893,Entorg,@entorg2,13,,0,0,0,0,13,2021-02-16,2021-04-09,4,4,1,Telegram human account; Discord not individually inventoried,,
894,F Ghhh,,13,,0,0,0,0,13,2024-07-23,2024-10-24,6,6,1,Telegram human account; Discord not individually inventoried,,
895,Fraidoon Ayobi,@Fraidoon654,13,,0,0,0,0,13,2025-03-07,2026-02-24,8,8,1,Telegram human account; Discord not individually inventoried,,
896,Hrvoje Kovacic,@hkovacic12,13,,0,0,0,0,13,2023-11-10,2023-11-11,2,2,1,Telegram human account; Discord not individually inventoried,,
897,Ignasi,@inspectorrugzcoin,13,,0,0,0,0,13,2022-06-16,2022-06-17,2,2,2,Telegram human account; Discord not individually inventoried,,
898,iMaN,@Mesteriman1,13,,0,0,0,0,13,2021-06-12,2022-04-05,8,8,1,Telegram human account; Discord not individually inventoried,,
899,J.,@bond621,13,,0,0,0,0,13,2023-12-15,2023-12-29,3,3,2,Telegram human account; Discord not individually inventoried,,
900,Jahed,@Jahedex,13,,0,0,0,0,13,2023-11-21,2023-11-21,1,1,1,Telegram human account; Discord not individually inventoried,,
901,Josh Allen,@JTA37,13,,0,0,0,0,13,2024-01-26,2026-04-27,10,10,3,Telegram human account; Discord not individually inventoried,,
902,LG,@LG_Phys,13,,0,0,0,0,13,2023-02-01,2023-02-02,2,2,1,Telegram human account; Discord not individually inventoried,,
903,Liah,@sntliah,13,,0,0,0,0,13,2023-09-17,2023-09-28,3,3,1,Telegram human account; Discord not individually inventoried,,
904,loghman,@loghi69,13,,0,0,0,0,13,2021-06-26,2022-11-08,7,7,1,Telegram human account; Discord not individually inventoried,,
905,Lollipop 🍭,@IdonOmo,13,,0,0,0,0,13,2021-05-07,2021-09-05,2,2,1,Telegram human account; Discord not individually inventoried,,
906,Mohit,@mkumar2294,13,,0,0,0,0,13,2023-04-10,2023-04-10,1,1,1,Telegram human account; Discord not individually inventoried,,
907,MReza Olamaee,@M_R_O75,13,,0,0,0,0,13,2024-02-22,2024-02-22,1,1,1,Telegram human account; Discord not individually inventoried,,
908,Mute,@Krhuize,13,,0,0,0,0,13,2025-02-07,2025-02-09,3,3,1,Telegram human account; Discord not individually inventoried,,
909,PEACE,@deda1002,13,,0,0,0,0,13,2023-08-10,2024-12-29,6,6,1,Telegram human account; Discord not individually inventoried,,
910,ProffETHerPrints,@RR12CT,13,,0,0,0,0,13,2023-07-28,2023-09-11,3,3,1,Telegram human account; Discord not individually inventoried,,
911,Rostam Zall,@Rostam_Zall,13,,0,0,0,0,13,2023-04-06,2023-04-15,5,5,2,Telegram human account; Discord not individually inventoried,,
912,Sajad,@sajad_nrz,13,,0,0,0,0,13,2021-12-04,2022-12-16,9,9,2,Telegram human account; Discord not individually inventoried,,
913,Stefan 3.,@SantaCruzAUT,13,,0,0,0,0,13,2024-02-28,2024-02-28,1,1,1,Telegram human account; Discord not individually inventoried,,
914,The Balancer,@Thegreatbalancer,13,,0,0,0,0,13,2024-05-05,2024-05-05,1,1,1,Telegram human account; Discord not individually inventoried,,
915,Victoria Ro,@Victoria266,13,,0,0,0,0,13,2024-06-14,2024-06-14,1,1,1,Telegram human account; Discord not individually inventoried,,
916,Vita Pilip,@Vita8888,13,,0,0,0,0,13,2024-10-31,2025-01-10,10,10,1,Telegram human account; Discord not individually inventoried,,
917,Y,@Karba123,13,,0,0,0,0,13,2022-08-11,2022-08-11,1,1,1,Telegram human account; Discord not individually inventoried,,
918,سایروس,,13,,0,0,0,0,13,2025-03-31,2025-09-24,8,8,1,Telegram human account; Discord not individually inventoried,,
919,🔮Bob,@BobP70,13,,0,0,0,0,13,2023-03-06,2023-05-17,5,5,2,Telegram human account; Discord not individually inventoried,,
920,_vasilo,@j_vasilo,12,,0,0,0,0,12,2023-01-20,2023-05-25,2,2,1,Telegram human account; Discord not individually inventoried,,
921,A,@albertostegeman777,12,,0,0,0,0,12,2024-02-16,2024-03-22,6,6,2,Telegram human account; Discord not individually inventoried,,
922,Alireza.sh,@alireza_Shah11,12,,0,0,0,0,12,2022-02-03,2022-02-07,3,3,1,Telegram human account; Discord not individually inventoried,,
923,Bearo,@Bearoath,12,,0,0,0,0,12,2021-11-30,2023-11-21,3,3,1,Telegram human account; Discord not individually inventoried,,
924,Behrouz,@Bhrzshrvz,12,,0,0,0,0,12,2021-12-28,2025-09-18,8,8,2,Telegram human account; Discord not individually inventoried,,
925,bobτensor 💎 τ,@Bobbythecat32,12,,0,0,0,0,12,2023-12-09,2023-12-13,2,2,1,Telegram human account; Discord not individually inventoried,,
926,braskoverse,@braskoverse,12,,0,0,0,0,12,2022-09-12,2022-10-14,3,3,1,Telegram human account; Discord not individually inventoried,,
927,Bscloplop,@bscloplop,12,,0,0,0,0,12,2023-11-23,2023-12-27,5,5,1,Telegram human account; Discord not individually inventoried,,
928,BtcRocks,@btcrocks1,12,,0,0,0,0,12,2024-12-08,2024-12-08,1,1,1,Telegram human account; Discord not individually inventoried,,
929,Bubs,@UncleBubs,12,,0,0,0,0,12,2023-05-26,2023-06-21,2,2,1,Telegram human account; Discord not individually inventoried,,
930,Crypto Projector [ OFFICIAL],@CRYPTOPROJECTOR8,12,,0,0,0,0,12,2024-02-07,2024-02-07,1,1,1,Telegram human account; Discord not individually inventoried,,
931,CryptoGuy 🌱SEED 🐾,@taifshah07,12,,0,0,0,0,12,2024-06-07,2024-09-12,6,6,2,Telegram human account; Discord not individually inventoried,,
932,Dan Paton,,12,,0,0,0,0,12,2023-11-20,2023-11-20,1,1,1,Telegram human account; Discord not individually inventoried,,
933,Emre Can,@ecdarici,12,,0,0,0,0,12,2023-04-02,2023-04-15,5,5,2,Telegram human account; Discord not individually inventoried,,
934,eunoia | HCA,@eunoiaisme,12,,0,0,0,0,12,2023-11-22,2023-11-22,1,1,1,Telegram human account; Discord not individually inventoried,,
935,GG,@neverberekt,12,,0,0,0,0,12,2022-11-04,2023-12-06,8,8,2,Telegram human account; Discord not individually inventoried,,
936,Gozz,@xGozzzz,12,,0,0,0,0,12,2023-02-01,2023-10-20,4,4,2,Telegram human account; Discord not individually inventoried,,
937,Hamedo,@Hamed3579,12,,0,0,0,0,12,2023-11-23,2023-11-23,1,1,1,Telegram human account; Discord not individually inventoried,,
938,Helen,@Helengutier2,12,,0,0,0,0,12,2020-11-24,2021-03-25,4,4,1,Telegram human account; Discord not individually inventoried,,
939,I,@IndianaAltzz,12,,0,0,0,0,12,2021-12-20,2023-09-12,8,8,2,Telegram human account; Discord not individually inventoried,,
940,J,,12,,0,0,0,0,12,2022-09-27,2023-08-09,3,3,2,Telegram human account; Discord not individually inventoried,,
941,J Q,@crypshiz,12,,0,0,0,0,12,2023-01-03,2023-01-11,4,4,2,Telegram human account; Discord not individually inventoried,,
942,K,,12,,0,0,0,0,12,2024-08-20,2024-11-18,9,9,2,Telegram human account; Discord not individually inventoried,,
943,M R,@MohammadRamezani1,12,,0,0,0,0,12,2021-11-15,2021-11-15,1,1,1,Telegram human account; Discord not individually inventoried,,
944,masn90,@kryptomanguru,12,,0,0,0,0,12,2023-01-04,2023-10-16,5,5,1,Telegram human account; Discord not individually inventoried,,
945,merkeyowski,@merkeyowski,12,,0,0,0,0,12,2025-02-06,2025-02-06,1,1,1,Telegram human account; Discord not individually inventoried,,
946,Michael,,12,,0,0,0,0,12,2024-06-30,2024-11-11,3,3,1,Telegram human account; Discord not individually inventoried,,
947,Mo,@O0_my_Gad,12,,0,0,0,0,12,2022-12-31,2023-04-07,3,3,1,Telegram human account; Discord not individually inventoried,,
948,Mutombo Evening,@MutomboEvening,12,,0,0,0,0,12,2023-12-03,2025-07-16,8,8,1,Telegram human account; Discord not individually inventoried,,
949,M💌n,@cfupak1400,12,,0,0,0,0,12,2022-03-01,2022-05-06,2,2,1,Telegram human account; Discord not individually inventoried,,
950,Nick Xi,@nickcolumbus24,12,,0,0,0,0,12,2023-12-13,2023-12-15,2,2,1,Telegram human account; Discord not individually inventoried,,
951,perxmz,@perxmz,12,,0,0,0,0,12,2021-11-23,2021-11-25,2,2,1,Telegram human account; Discord not individually inventoried,,
952,Ray | Kaspa BD & Listings,@Kaspa_Ray,12,,0,0,0,0,12,2023-05-25,2023-05-25,1,1,1,Telegram human account; Discord not individually inventoried,,
953,Rob Rob兄弟 (Never DM you first/永远不会先DM你),@RobXiongDi,12,,0,0,0,0,12,2022-10-15,2023-09-27,3,3,1,Telegram human account; Discord not individually inventoried,,
954,Salassameteo - IK1SLI 🇮🇹,@Foxy61,12,,0,0,0,0,12,2023-06-05,2023-06-11,4,4,1,Telegram human account; Discord not individually inventoried,,
955,Sanxane,@sanxane01,12,,0,0,0,0,12,2024-10-23,2024-10-29,6,6,1,Telegram human account; Discord not individually inventoried,,
956,Silver,@Dansilver00,12,,0,0,0,0,12,2022-11-15,2023-01-04,4,4,1,Telegram human account; Discord not individually inventoried,,
957,Soul,@Dark_Soul_Viper,12,,0,0,0,0,12,2023-04-02,2023-04-02,1,1,1,Telegram human account; Discord not individually inventoried,,
958,T J,@paseks,12,,0,0,0,0,12,2021-06-04,2023-02-19,8,8,1,Telegram human account; Discord not individually inventoried,,
959,the_master,@saucyNQ,12,,0,0,0,0,12,2023-08-04,2023-12-26,7,7,1,Telegram human account; Discord not individually inventoried,,
960,Tom,@mikroweller,12,,0,0,0,0,12,2024-04-18,2025-03-03,4,4,2,Telegram human account; Discord not individually inventoried,,
961,Usıv,@yusufyayin,12,,0,0,0,0,12,2023-12-03,2023-12-15,4,4,1,Telegram human account; Discord not individually inventoried,,
962,Vvtt,@vvttvv12,12,,0,0,0,0,12,2023-09-16,2024-11-29,4,4,1,Telegram human account; Discord not individually inventoried,,
963,4-elements,@Im4Elements,11,,0,0,0,0,11,2025-09-06,2026-01-07,2,2,1,Telegram human account; Discord not individually inventoried,,
964,A,@averagecitizenn,11,,0,0,0,0,11,2023-11-05,2024-07-09,4,4,2,Telegram human account; Discord not individually inventoried,,
965,AlCaMa,,11,,0,0,0,0,11,2021-12-16,2023-11-25,5,5,3,Telegram human account; Discord not individually inventoried,,
966,amx,@amx901,11,,0,0,0,0,11,2023-04-27,2023-04-27,1,1,2,Telegram human account; Discord not individually inventoried,,
967,BitC_Alpha,@BitC_Alpha,11,,0,0,0,0,11,2023-11-25,2023-12-11,6,6,2,Telegram human account; Discord not individually inventoried,,
968,Bubbles,@BubblesThePig,11,,0,0,0,0,11,2023-08-08,2023-08-08,1,1,1,Telegram human account; Discord not individually inventoried,,
969,Chris Karamitso,@ChrisKaramitso,11,,0,0,0,0,11,2024-03-18,2024-03-21,2,2,1,Telegram human account; Discord not individually inventoried,,
970,Chug,@cahi_hung01,11,,0,0,0,0,11,2025-07-07,2025-10-06,6,6,1,Telegram human account; Discord not individually inventoried,,
971,Damian Krystian,@trekko_e_l,11,,0,0,0,0,11,2025-10-01,2025-11-24,5,5,2,Telegram human account; Discord not individually inventoried,,
972,DONIS SILVA,@Donaldtrix,11,,0,0,0,0,11,2022-12-09,2022-12-15,2,2,1,Telegram human account; Discord not individually inventoried,,
973,ea-only,@ekundayoOnly,11,,0,0,0,0,11,2022-11-08,2022-11-10,3,3,1,Telegram human account; Discord not individually inventoried,,
974,Eggy123,@bacon_and_eggs,11,,0,0,0,0,11,2023-02-26,2023-05-16,3,3,1,Telegram human account; Discord not individually inventoried,,
975,Eli Mena,,11,,0,0,0,0,11,2024-08-31,2024-10-14,4,4,2,Telegram human account; Discord not individually inventoried,,
976,Farex,@Farex34500,11,,0,0,0,0,11,2022-11-06,2023-04-25,3,3,2,Telegram human account; Discord not individually inventoried,,
977,Gideon,,11,,0,0,0,0,11,2024-10-11,2025-06-21,5,5,1,Telegram human account; Discord not individually inventoried,,
978,Gojo,@GojotheFox,11,,0,0,0,0,11,2023-09-03,2023-09-18,6,6,1,Telegram human account; Discord not individually inventoried,,
979,Hans Kazan,@hanskazan500,11,,0,0,0,0,11,2023-11-23,2023-11-24,2,2,1,Telegram human account; Discord not individually inventoried,,
980,Harshal Jha,@harshaljha,11,,0,0,0,0,11,2021-11-14,2021-11-14,1,1,1,Telegram human account; Discord not individually inventoried,,
981,James Bond,@abrakadavax,11,,0,0,0,0,11,2022-03-12,2022-03-12,1,1,1,Telegram human account; Discord not individually inventoried,,
982,Javi,@javi_vila87,11,,0,0,0,0,11,2023-07-19,2023-07-19,1,1,1,Telegram human account; Discord not individually inventoried,,
983,Jon Ander,,11,,0,0,0,0,11,2022-10-06,2023-02-08,3,3,1,Telegram human account; Discord not individually inventoried,,
984,Jorge,@ADNMaster,11,,0,0,0,0,11,2022-01-04,2022-02-22,3,3,1,Telegram human account; Discord not individually inventoried,,
985,King Luccho,@Kingluccho,11,,0,0,0,0,11,2025-05-19,2025-05-19,1,1,1,Telegram human account; Discord not individually inventoried,,
986,L.O.R.C .,@INNOVATTION,11,,0,0,0,0,11,2021-01-09,2021-01-09,1,1,1,Telegram human account; Discord not individually inventoried,,
987,Leo | CRYPTUS,@LeoCryptus,11,,0,0,0,0,11,2021-01-28,2021-01-28,1,1,1,Telegram human account; Discord not individually inventoried,,
988,lewisss,@lewissssssss,11,,0,0,0,0,11,2021-08-25,2021-08-25,1,1,1,Telegram human account; Discord not individually inventoried,,
989,Makhehlane,,11,,0,0,0,0,11,2021-11-06,2022-10-31,6,6,2,Telegram human account; Discord not individually inventoried,,
990,Makio,@makiob,11,,0,0,0,0,11,2021-01-28,2021-01-29,2,2,1,Telegram human account; Discord not individually inventoried,,
991,Mar,@Maradosu,11,,0,0,0,0,11,2022-11-08,2022-11-09,2,2,1,Telegram human account; Discord not individually inventoried,,
992,METOPI∆Π,@METOPIAN,11,,0,0,0,0,11,2022-11-28,2022-12-22,2,2,1,Telegram human account; Discord not individually inventoried,,
993,milad,@mikhailgorbatof,11,,0,0,0,0,11,2022-04-30,2022-04-30,1,1,1,Telegram human account; Discord not individually inventoried,,
994,Moicm,@Moithy,11,,0,0,0,0,11,2023-10-31,2023-10-31,1,1,1,Telegram human account; Discord not individually inventoried,,
995,Mon Mon,@monmon1086,11,,0,0,0,0,11,2022-12-16,2023-01-04,3,3,1,Telegram human account; Discord not individually inventoried,,
996,mostafa shakour,@mosi3342,11,,0,0,0,0,11,2022-08-12,2025-07-20,4,4,1,Telegram human account; Discord not individually inventoried,,
997,Mr,,11,,0,0,0,0,11,2023-02-08,2023-02-08,1,1,1,Telegram human account; Discord not individually inventoried,,
998,Murat | Kripto Tutkunları,@muratcanKT,11,,0,0,0,0,11,2024-11-19,2024-11-28,4,4,2,Telegram human account; Discord not individually inventoried,,
999,N F D,@nasa7y2,11,,0,0,0,0,11,2021-11-21,2021-11-22,2,2,1,Telegram human account; Discord not individually inventoried,,
1000,Naha Investor,@nahawin,11,,0,0,0,0,11,2024-01-23,2024-06-16,8,8,1,Telegram human account; Discord not individually inventoried,,
1001,Naser,@naser2015,11,,0,0,0,0,11,2024-09-14,2024-09-14,1,1,1,Telegram human account; Discord not individually inventoried,,
1002,Nexa Shark,@Nexashark,11,,0,0,0,0,11,2022-10-11,2023-01-23,5,5,2,Telegram human account; Discord not individually inventoried,,
1003,O,@golden_galaxy87,11,,0,0,0,0,11,2021-11-27,2022-04-09,7,7,1,Telegram human account; Discord not individually inventoried,,
1004,Oier i,@oieril,11,,0,0,0,0,11,2022-11-04,2022-11-05,2,2,1,Telegram human account; Discord not individually inventoried,,
1005,Omarcom,@Omarcom2024,11,,0,0,0,0,11,2023-09-16,2025-11-27,3,3,1,Telegram human account; Discord not individually inventoried,,
1006,R M,@themindisthemagic,11,,0,0,0,0,11,2023-03-25,2023-11-16,5,5,1,Telegram human account; Discord not individually inventoried,,
